Unnamed: 0,Sepal.Length,Sepal.Width,Petal.Length,Petal.Width,species
-1.7176766934264711,-0.4441385404894298,0.9292884501050758,-1.3980798717864906,-1.3258783093337987,setosa
-1.6888081775705641,0.2943828201396456,-0.3982664786164615,0.5205766626530929,0.2403766254001393,versicolor
-1.659939661714657,-0.8133992208039674,-0.8407847881903066,0.06912806631436713,0.2403766254001393,versicolor
-1.63107114585875,1.279077967645081,0.26551098574430765,1.0848874080764999,1.4150678264505927,virginica
-1.602202630002843,-1.182659901118505,1.150547604891999,-1.3416487972441502,-1.4563995538949601,setosa
-1.5733341141469357,0.6636435004541844,-0.6195256334033845,1.0284563335341588,1.2845465818894317,virginica
-1.5444655982910287,1.1559910742069008,-0.17700732382953843,0.9720252589918182,1.15402533732827,virginica
-1.5155970824351215,-0.3210516470512509,-0.17700732382953843,0.18199021539904836,0.10985538083897797,versicolor
-1.4867285665792145,2.509946902026874,1.593065914465844,1.4799049298728848,1.0235040927671084,virginica
-1.4578600507233075,-1.3057467945566852,-0.17700732382953843,-1.3416487972441502,-1.195357064772637,setosa
-1.4289915348674003,0.7867303938923632,-0.17700732382953843,1.1413184826188403,1.2845465818894317,virginica
-1.4001230190114933,-0.19796475361307095,-0.6195256334033845,0.18199021539904836,0.10985538083897797,versicolor
-1.3712545031555863,0.6636435004541844,0.04425183095738461,0.9720252589918182,0.7624616036447855,virginica
-1.342385987299679,1.5252517545214386,-0.17700732382953843,1.1977495571611811,1.15402533732827,virginica
-1.313517471443772,1.279077967645081,0.04425183095738461,0.6334388117377743,0.3708978699613009,versicolor
-1.284648955587865,1.1559910742069008,0.26551098574430765,1.1977495571611811,1.4150678264505927,virginica
-1.2557804397319579,0.41746971357782553,-0.3982664786164615,0.29485236448372987,0.10985538083897797,versicolor
-1.2269119238760509,0.2943828201396456,-0.17700732382953843,0.46414558811075185,0.2403766254001393,versicolor
-1.1980434080201436,0.2943828201396456,-1.0620439429772297,1.0284563335341588,0.2403766254001393,virginica
-1.1691748921642366,-1.551920581433044,0.7080292953181527,-1.3416487972441502,-1.195357064772637,setosa
-1.1403063763083297,-0.19796475361307095,-0.6195256334033845,0.4077145135684113,0.10985538083897797,versicolor
-1.1114378604524224,1.279077967645081,0.04425183095738461,0.9155941844494778,1.15402533732827,virginica
-1.0825693445965154,1.4021648610832598,0.26551098574430765,0.5205766626530929,0.2403766254001393,versicolor
-1.0537008287406084,-1.7980943683094017,-0.3982664786164615,-1.3416487972441502,-1.3258783093337987,setosa
-1.0248323128847012,-0.8133992208039674,2.2568433788266122,-1.2852177227018096,-1.4563995538949601,setosa
-0.9959637970287942,0.5405566070160044,0.48677014053122974,1.2541806317035218,1.676110315572916,virginica
-0.9670952811728871,-0.3210516470512509,-0.8407847881903066,0.23842128994138936,0.10985538083897797,versicolor
-0.93822676531698,-0.3210516470512509,-0.3982664786164615,-0.10016515731265485,0.10985538083897797,versicolor
-0.9093582494610729,-1.182659901118505,-1.2833030977641526,0.4077145135684113,0.6319403590836239,virginica
-0.8804897336051659,0.5405566070160044,0.7080292953181527,1.0284563335341588,1.5455890710117544,virginica
-0.8516212177492588,-0.9364861142421474,0.9292884501050758,-1.3416487972441502,-1.195357064772637,setosa
-0.8227527018933517,-0.19796475361307095,2.920620843187382,-1.2852177227018096,-1.0648358202114756,setosa
-0.7938841860374446,-0.19796475361307095,1.593065914465844,-1.1723555736171283,-1.195357064772637,setosa
-0.7650156701815376,-1.551920581433044,0.04425183095738461,-1.2852177227018096,-1.3258783093337987,setosa
-0.7361471543256305,-0.19796475361307095,-1.2833030977641526,0.6898698862801148,1.0235040927671084,virginica
-0.7072786384697234,0.7867303938923632,-0.17700732382953843,0.9720252589918182,0.7624616036447855,virginica
-0.6784101226138163,1.032904180768722,0.04425183095738461,1.0284563335341588,1.5455890710117544,virginica
-0.6495416067579093,0.6636435004541844,-0.3982664786164615,0.29485236448372987,0.10985538083897797,versicolor
-0.6206730909020022,-1.428833687994864,0.26551098574430765,-1.2287866481594687,-1.3258783093337987,setosa
-0.5918045750460951,0.17129592670146673,-0.17700732382953843,0.5770077371954333,0.7624616036447855,virginica
-0.562936059190188,-0.9364861142421474,1.593065914465844,-1.0594934245324468,-1.0648358202114756,setosa
-0.534067543334281,1.7714255413977975,-0.3982664786164615,1.4234738553305437,0.7624616036447855,virginica
-0.5051990274783739,0.17129592670146673,0.7080292953181527,0.4077145135684113,0.5014191145224626,versicolor
-0.4763305116224668,0.17129592670146673,-1.9470805621249208,0.12555914085670788,-0.2817083528445066,versicolor
-0.4474619957665597,-1.0595730076803263,0.48677014053122974,-1.3416487972441502,-1.3258783093337987,setosa
-0.41859347991065265,-0.9364861142421474,1.593065914465844,-1.2287866481594687,-1.3258783093337987,setosa
-0.38972496405474555,1.279077967645081,0.04425183095738461,0.7463009608224553,1.4150678264505927,virginica
-0.3608564481988385,0.04820903326328787,0.26551098574430765,0.5770077371954333,0.7624616036447855,versicolor
-0.3319879323429314,-0.07487786017489209,-0.8407847881903066,0.7463009608224553,0.8929828482059469,virginica
-0.30311941648702434,1.032904180768722,0.48677014053122974,1.0848874080764999,1.676110315572916,virginica
-0.27425090063111723,-0.9364861142421474,0.7080292953181527,-1.2852177227018096,-1.3258783093337987,setosa
-0.24538238477521016,0.5405566070160044,-0.8407847881903066,0.6334388117377743,0.7624616036447855,virginica
-0.21651386891930308,-0.5672254339276086,1.814325069252767,-1.3980798717864906,-1.0648358202114756,setosa
-0.187645353063396,0.6636435004541844,-0.6195256334033845,1.0284563335341588,1.15402533732827,virginica
-0.15877683720748892,-0.5672254339276086,0.7080292953181527,-1.2852177227018096,-1.0648358202114756,setosa
-0.12990832135158184,0.5405566070160044,-0.3982664786164615,1.0284563335341588,0.7624616036447855,virginica
-0.10103980549567478,-1.0595730076803263,-1.7258214073379987,-0.26945838093967706,-0.2817083528445066,versicolor
-0.0721712896397677,0.41746971357782553,-0.6195256334033845,0.5770077371954333,0.7624616036447855,virginica
-0.04330277378386062,1.6483386479596185,0.26551098574430765,1.2541806317035218,0.7624616036447855,virginica
-0.01443425792795354,1.032904180768722,0.48677014053122974,1.0848874080764999,1.15402533732827,virginica
0.01443425792795354,0.17129592670146673,-1.9470805621249208,0.6898698862801148,0.3708978699613009,virginica
0.04330277378386062,-1.3057467945566852,0.7080292953181527,-1.2287866481594687,-1.3258783093337987,setosa
0.0721712896397677,-0.9364861142421474,1.593065914465844,-1.2852177227018096,-1.195357064772637,setosa
0.10103980549567478,0.5405566070160044,0.48677014053122974,0.5205766626530929,0.5014191145224626,versicolor
0.12990832135158184,-1.0595730076803263,0.7080292953181527,-1.2287866481594687,-1.0648358202114756,setosa
0.15877683720748892,0.17129592670146673,-0.8407847881903066,0.7463009608224553,0.5014191145224626,versicolor
0.187645353063396,-0.8133992208039674,0.9292884501050758,-1.2852177227018096,-1.3258783093337987,setosa
0.21651386891930308,0.6636435004541844,0.26551098574430765,0.8591631099071368,1.4150678264505927,virginica
0.24538238477521016,0.17129592670146673,-0.3982664786164615,0.4077145135684113,0.3708978699613009,versicolor
0.27425090063111723,-0.4441385404894298,-1.5045622525510758,0.012696991772026385,-0.151187108283345,versicolor
0.30311941648702434,-0.07487786017489209,-1.0620439429772297,0.12555914085670788,-0.02066586372218366,versicolor
0.3319879323429314,0.41746971357782553,0.7080292953181527,0.9155941844494778,1.4150678264505927,virginica
0.3608564481988385,0.5405566070160044,-1.2833030977641526,0.6334388117377743,0.3708978699613009,versicolor
0.38972496405474555,0.7867303938923632,-0.6195256334033845,0.46414558811075185,0.3708978699613009,versicolor
0.41859347991065265,-1.0595730076803263,-0.17700732382953843,-1.2287866481594687,-1.3258783093337987,setosa
0.4474619957665597,-0.5672254339276086,1.3718067596789218,-1.2852177227018096,-1.3258783093337987,setosa
0.4763305116224668,-1.7980943683094017,-0.17700732382953843,-1.3980798717864906,-1.3258783093337987,setosa
0.5051990274783739,-0.9364861142421474,1.3718067596789218,-1.2852177227018096,-1.0648358202114756,setosa
0.534067543334281,1.032904180768722,0.04425183095738461,0.5205766626530929,0.3708978699613009,versicolor
